﻿"account_number";"account_businessno";"booking_date";"num_transaction_type";"prn";"currency_amount";"contra_accountno";"contra_bankcode";"contra_iban";"contra_bic";"contra_name";"contra_txtschl";"contra_txtschl_erg";"value_date";"transaction_description1";"datatextschl_erg";"transaction_currency_code";"currency_amount_in_txn_ccy";"account_currency_code";"country_code";"transaction_description2";"transaction_description3";"transaction_description4";"transaction_description5";"transaction_description6";"transaction_description7";"datatextschl";"leistungsart";"datenherkunft";"account_type_desc";"party_number";"ultimate_creditor";"ultimate_debitor";"transaction_reference_number";"empfaengername";"account_registration_name";"purpose_code_cat";"purpose_code"
"96003";"71423473375";"2021-01-19";"53";12345678;408.15;"3039309395";"12258358";"DE47122583583039309395";"QMZVDEB27IW";"Stanislaus Rust";" ";" ";"2021-01-19";"Nulla";59;"EUR";408.15;"EUR";"US";"la co";"sequu";"tur e";"t acc";"santi";"m rep";"83";16956077223;"OS";"6";8459372933;"Stanislaus Rust";"Stanislaus Rust";" ";"Stanislaus Rust";" ";" ";" "
"96003";"71423473375";"2021-01-19";"62";12345678;-15062.43;"9555310057";"10050000";"DE89100500009555310057";"XYMUDEX33VR";"MARKDEFFBAR";" ";" ";"2021-01-19";"Asper";629;"EUR";-15062.43;"EUR";"US";"erior";"s dol";"rem f";"cilis";"vel n";"bis p";"86";"35000200060";"US";"3";8459372933;"MARKDEFFBAR";"MARKDEFFBAR";" ";"MARKDEFFBAR";" ";" ";" "
"96003";"71423473375";"2021-01-19";"6";12345678;931504.0;"9555310057";"10050000";"DE89100500009555310057";"VROVDETO2MB";"Hiltrud Segebahn";" ";" ";"2021-01-19";"HIGH ";916;"EUR";931504.0;"EUR";"US";"H VOL";"ME";"";"";"";"";"77";90196077748;"KA";"G";8459372933;"Hiltrud Segebahn";"Hiltrud Segebahn";" ";"Hiltrud Segebahn";" ";" ";" "
"96003";"71423473375";"2021-01-19";"19";12345678;-5523.09;"6714556160";"04309412";"DE58043094126714556160";"GTMHDEPM9YH";"Natalia Ruppersberger-Kensy";" ";" ";"2021-01-19";"Rerum";175;"EUR";-5523.09;"EUR";"US";"um po";"ro mo";"estia";" aliq";"am.";"";"35";34826633477;"OS";"0";8459372933;"Natalia Ruppersberger-Kensy";"Natalia Ruppersberger-Kensy";" ";"Natalia Ruppersberger-Kensy";" ";" ";" "
"96003";"71423473375";"2021-01-19";"50";12345678;-1418.7;"7004523731";"74997598";"DE23749975987004523731";"EKDLDE0R";"Dragan Gude-Gieß";" ";" ";"2021-01-19";"In no";192;"EUR";-1418.7;"EUR";"US";"nostr";"m por";"o neq";"e sus";"ipit ";"olupt";"44";92994849826;"OS";"6";8459372933;"Dragan Gude-Gieß";"Dragan Gude-Gieß";" ";"Dragan Gude-Gieß";" ";" ";" "
"96003";"71423473375";"2021-01-20";"1";12345678;-4687.37;"0687892641";"84644491";"DE79846444910687892641";"KFKDDE0P";"Annelore Sager";" ";" ";"2021-01-20";"Accus";312;"EUR";-4687.37;"EUR";"US";"usamu";" culp";" elig";"ndi a";"ipisc";" natu";"72";33676127498;"OS";"3";8459372933;"Annelore Sager";"Annelore Sager";" ";"Annelore Sager";" ";" ";" "
"96003";"71423473375";"2021-01-20";"53";12345678;-3058.81;"3056641384";"05951805";"DE05059518053056641384";"ESRIDER8";"Steffi Ernst";" ";" ";"2021-01-20";"Repel";838;"EUR";-3058.81;"EUR";"US";"ellen";"us to";"am ve";"iam m";"lesti";"e min";"57";90127820073;"OS";"1";8459372933;"Steffi Ernst";"Steffi Ernst";" ";"Steffi Ernst";" ";" ";" "
"96003";"71423473375";"2021-01-20";"51";12345678;4808.29;"6942126241";"87114008";"DE25871140086942126241";"KZECDE69I4P";"Paula Gieß";" ";" ";"2021-01-20";"Esse ";913;"EUR";4808.29;"EUR";"US";"e aut";"atque";"delec";"us mo";"estia";". Nes";"75";69018428038;"OS";"4";8459372933;"Paula Gieß";"Paula Gieß";" ";"Paula Gieß";" ";" ";" "
"96003";"71423473375";"2021-01-20";"1";12345678;-438.15;"8422038615";"99901290";"DE82999012908422038615";"RAEBDE4NW9C";"Nelly Söding";" ";" ";"2021-01-20";"Volup";861;"EUR";-438.15;"EUR";"US";"uptat";"m cor";"upti ";" assu";"enda ";"ollit";"90";81604515278;"OS";"0";8459372933;"Nelly Söding";"Nelly Söding";" ";"Nelly Söding";" ";" ";" "
"96003";"71423473375";"2021-01-20";"50";12345678;-6790.8;"4584222715";"36626754";"DE70366267544584222715";"JEJCDEMTPY5";"Gottlieb Bohlander";" ";" ";"2021-01-20";"Lauda";635;"EUR";-6790.8;"EUR";"US";"danti";"m por";"o nob";"s aut";" Atqu";" exce";"91";63641372411;"OS";"4";8459372933;"Gottlieb Bohlander";"Gottlieb Bohlander";" ";"Gottlieb Bohlander";" ";" ";" "
"96003";"71423473375";"2021-01-20";"4";12345678;-1431.83;"1360359398";"61172316";"DE85611723161360359398";"RNLNDE91VU8";"Darko Pergande MBA.";" ";" ";"2021-01-20";"Maior";652;"EUR";-1431.83;"EUR";"US";"ores ";"istin";"tio v";"ro di";"ta. Q";"is qu";"21";22880440716;"KA";"G";8459372933;"Darko Pergande MBA.";"Darko Pergande MBA.";" ";"Darko Pergande MBA.";" ";" ";" "
"96003";"71423473375";"2021-01-20";"52";12345678;-12361.12;"9058537809";"72790427";"DE92727904279058537809";"PDWCDERC";"Samuel Geißler";" ";" ";"2021-01-20";"Imped";64;"EUR";-12361.12;"EUR";"US";"edit ";"aque ";"agni ";"odi h";"c qua";"rat. ";"4";35781735626;"US";"0";8459372933;"Samuel Geißler";"Samuel Geißler";" ";"Samuel Geißler";" ";" ";" "
"96003";"71423473375";"2021-01-20";"51";12345678;-3549.94;"1814302493";"24437240";"DE06244372401814302493";"UQAJDE0N";"Boris Putz";" ";" ";"2021-01-20";"Recus";288;"EUR";-3549.94;"EUR";"US";"usand";"e mag";"am in";"idunt";"perfe";"endis";"46";75160789301;"OS";"1";8459372933;"Boris Putz";"Boris Putz";" ";"Boris Putz";" ";" ";" "
"96003";"71423473375";"2021-01-20";"61";12345678;-6243.06;"4119910335";"61351457";"DE60613514574119910335";"ZFWDDE75UJL";"Michael Fritsch B.A.";" ";" ";"2021-01-20";"Volup";285;"EUR";-6243.06;"EUR";"US";"uptas";"saepe";"dolor";"m qui";" assu";"enda ";"86";27274377051;"OS";"9";8459372933;"Michael Fritsch B.A.";"Michael Fritsch B.A.";" ";"Michael Fritsch B.A.";" ";" ";" "
"96003";"71423473375";"2021-01-20";"4";12345678;4655.12;"3115462397";"40925413";"DE83409254133115462397";"JFTYDEIN";"Univ.Prof. Claus-Dieter Jäkel B.Sc.";" ";" ";"2021-01-20";"Nulla";944;"EUR";4655.12;"EUR";"US";"la eu";" arch";"tecto";"nam v";"lupta";"es id";"84";83731477726;"US";"2";8459372933;"Univ.Prof. Claus-Dieter Jäkel B.Sc.";"Univ.Prof. Claus-Dieter Jäkel B.Sc.";" ";"Univ.Prof. Claus-Dieter Jäkel B.Sc.";" ";" ";" "
"96003";"71423473375";"2021-01-20";"61";12345678;-20904.49;"5057872396";"22261479";"DE21222614795057872396";"OVRFDEQU";"Nina Beier";" ";" ";"2021-01-20";"Ipsam";61;"EUR";-20904.49;"EUR";"US";"am te";"etur ";"olest";"ae de";"eniti";" Dict";"49";63870734658;"OS";"0";8459372933;"Nina Beier";"Nina Beier";" ";"Nina Beier";" ";" ";" "
"96003";"71423473375";"2021-01-21";"51";12345678;11264.34;"9555310057";"10050000";"DE89100500009555310057";"SAEKDEW32MP";"Dipl.-Ing. Marjan Schwital MBA.";" ";" ";"2021-01-21";"Corpo";629;"EUR";11264.34;"EUR";"US";"poris";"labor";"osam ";"umqua";" fugi";"t sin";"30";55707414990;"US";"4";8459372933;"Dipl.-Ing. Marjan Schwital MBA.";"Dipl.-Ing. Marjan Schwital MBA.";" ";"Dipl.-Ing. Marjan Schwital MBA.";" ";" ";" "
"96003";"71423473375";"2021-01-21";"52";12345678;-14665.92;"9555310057";"10050000";"DE89100500009555310057";"HWTADE3B5WH";"Gunar Knappe";" ";" ";"2021-01-21";"Accus";1;"EUR";-14665.92;"EUR";"US";"usamu";" unde";"error";"recus";"ndae ";"icta.";"19";72656362758;"US";"1";8459372933;"Gunar Knappe";"Gunar Knappe";" ";"Gunar Knappe";" ";" ";" "
"96003";"71423473375";"2021-01-21";"51";12345678;-965.07;"3472956985";"58652092";"DE38586520923472956985";"NLWCDEUY5PI";"Gunnar Spieß";" ";" ";"2021-01-21";"Commo";885;"EUR";-965.07;"EUR";"US";"modi ";"epell";"t opt";"o. Cu";"idita";"e lab";"16";93683177275;"OS";"4";8459372933;"Gunnar Spieß";"Gunnar Spieß";" ";"Gunnar Spieß";" ";" ";" "
"96003";"71423473375";"2021-01-21";"19";12345678;-6750.5;"9555310057";"10050000";"DE89100500009555310057";"RCGGDE8A8HR";"Lidwina Bolnbach";" ";" ";"2021-01-21";"Sequi";11;"EUR";-6750.5;"EUR";"US";"ui el";"gendi";"nisi ";"epell";"t dol";"re ma";"20";24333927633;"OS";"1";8459372933;"Lidwina Bolnbach";"Lidwina Bolnbach";" ";"Lidwina Bolnbach";" ";" ";" "
"96003";"71423473375";"2021-01-21";"61";12345678;929.29;"9555310057";"10050000";"DE89100500009555310057";"OHHGDEZWMP0";"Rebekka Wiek";" ";" ";"2021-01-21";"Ut ad";340;"EUR";929.29;"EUR";"US";"ad qu";"s. Fu";"it po";"ro te";"porib";"s. Ex";"49";38589630848;"OS";"0";8459372933;"Rebekka Wiek";"Rebekka Wiek";" ";"Rebekka Wiek";" ";" ";" "
"96003";"71423473375";"2021-01-21";"51";12345678;3110.9;"9856541374";"87737121";"DE29877371219856541374";"YAQSDE01FUN";"Maria Krebs B.A.";" ";" ";"2021-01-21";"Ipsa ";2;"GBP";3110.9;"GBP";"US";"a exe";"citat";"onem ";"xplic";"bo ad";"pisci";"72";31793458321;"OS";"9";8459372933;"Maria Krebs B.A.";"Maria Krebs B.A.";" ";"Maria Krebs B.A.";" ";" ";" "
"96003";"71423473375";"2021-01-21";"62";12345678;-14413.18;"9082354341";"87861962";"DE70878619629082354341";"GFCZDE69Z01";"Ilias Röhricht";" ";" ";"2021-01-21";"Minus";723;"EUR";-14413.18;"EUR";"US";"us se";"ui ne";"o ven";"am. V";"lupta";"um hi";"67";13531145956;"OS";"1";8459372933;"Ilias Röhricht";"Ilias Röhricht";" ";"Ilias Röhricht";" ";" ";" "
"96003";"71423473375";"2021-01-21";"5";12345678;746.72;"8884929664";"44436288";"DE68444362888884929664";"GDUGDE3B";"Vitali Ladeck";" ";" ";"2021-01-21";"Ab ad";319;"EUR";746.72;"EUR";"TO";"ad co";"rupti";"alias";" Dele";"tus n";"sciun";"49";77446756197;"KA";"P";8459372933;"Vitali Ladeck";"Vitali Ladeck";" ";"Vitali Ladeck";" ";" ";" "
"96003";"71423473375";"2021-01-21";"51";12345678;3261.49;"9555310057";"10050000";"DE89100500009555310057";"NPFWDE7M";"Brunhild Trapp";" ";" ";"2021-01-21";"Vitae";341;"JPY";3261.49;"JPY";"US";"ae ex";"licab";" duci";"us re";"ellen";"us la";"41";27311504078;"KA";"Z";8459372933;"Brunhild Trapp";"Brunhild Trapp";" ";"Brunhild Trapp";" ";" ";" "
"96003";"71423473375";"2021-01-21";"65";12345678;-14970.88;"7983962337";"50514257";"DE18505142577983962337";"AUBXDECHLGC";"Nadja Schacht";" ";" ";"2021-01-21";"Liber";985;"EUR";-14970.88;"EUR";"US";"ero a";"chite";"to te";"pora ";"d ali";"s mag";"18";21194181863;"KA";"G";8459372933;"Nadja Schacht";"Nadja Schacht";" ";"Nadja Schacht";" ";" ";" "
"96003";"71423473375";"2021-01-21";"1";12345678;13678.47;"9555310057";"10050000";"DE89100500009555310057";"MSCKDEAEM7U";"Frank-Michael Ladeck B.Eng.";" ";" ";"2021-01-21";"Illum";798;"EUR";13678.47;"EUR";"US";"um qu";"s mag";"i inc";"dunt ";"ssume";"da as";"14";66766049237;"OS";"0";8459372933;"Frank-Michael Ladeck B.Eng.";"Frank-Michael Ladeck B.Eng.";" ";"Frank-Michael Ladeck B.Eng.";" ";" ";" "
"96003";"71423473375";"2021-01-22";"61";12345678;19469.49;"7044166919";"27348835";"DE77273488357044166919";"WGTRDEGM8Z7";"Yilmaz Ruppert";" ";" ";"2021-01-22";"Iste ";98;"EUR";19469.49;"EUR";"US";"e qui";"quam ";"ste p";"rspic";"atis ";"olest";"27";75452809197;"KA";"P";8459372933;"Yilmaz Ruppert";"Yilmaz Ruppert";" ";"Yilmaz Ruppert";" ";" ";" "
"96003";"71423473375";"2021-01-22";"2";12345678;523936.0;"9555310057";"10050000";"DE89100500009555310057";"NGVXDE5X";"Dr. Erwin Girschner MBA.";" ";" ";"2021-01-22";"HIGH ";808;"EUR";523936.0;"EUR";"US";"H VOL";"ME";"";"";"";"";"40";83198171811;"KA";"Z";8459372933;"Dr. Erwin Girschner MBA.";"Dr. Erwin Girschner MBA.";" ";"Dr. Erwin Girschner MBA.";" ";" ";" "
"96003";"71423473375";"2021-01-22";"19";12345678;-13621.96;"8877733461";"02723738";"DE40027237388877733461";"COCADEDZFOC";"Liliane Wiek";" ";" ";"2021-01-22";"Enim ";909;"GBP";-13621.96;"GBP";"US";"m neq";"e vol";"ptate";" nost";"um eu";". Sim";"89";93890498878;"OS";"3";8459372933;"Liliane Wiek";"Liliane Wiek";" ";"Liliane Wiek";" ";" ";" "
"96003";"71423473375";"2021-01-22";"32";12345678;2498.01;"9555310057";"10050000";"DE89100500009555310057";"TYVXDEUE";"Henrike Schottin";" ";" ";"2021-01-22";"Accus";815;"EUR";2498.01;"EUR";"NP";"usamu";" magn";"m ani";"i. Vi";"ae la";"orum ";"57";59148632734;"US";"1";8459372933;"Henrike Schottin";"Henrike Schottin";" ";"Henrike Schottin";" ";" ";" "
"96003";"71423473375";"2021-01-22";"2";12345678;15586.89;"0555549203";"15537658";"DE77155376580555549203";"RKUSDE6MYFO";"Hans-Bernd Zorbach";" ";" ";"2021-01-22";"Porro";861;"EUR";15586.89;"EUR";"US";"ro hi";" odit";"minus";" Nam ";"llum ";"nimi ";"35";40294679855;"KA";"G";8459372933;"Hans-Bernd Zorbach";"Hans-Bernd Zorbach";" ";"Hans-Bernd Zorbach";" ";" ";" "
"96003";"71423473375";"2021-01-22";"65";12345678;-7267.41;"9555310057";"10050000";"DE89100500009555310057";"JEGCDE5Q";"Hanny Schmiedt";" ";" ";"2021-01-22";"Conse";280;"EUR";-7267.41;"EUR";"US";"secte";"ur sa";"pe er";"or de";"eniti";"non s";"31";43466656842;"OS";"1";8459372933;"Hanny Schmiedt";"Hanny Schmiedt";" ";"Hanny Schmiedt";" ";" ";" "
"96003";"71423473375";"2021-01-22";"62";12345678;-5083.18;"8028745074";"19918789";"DE39199187898028745074";"KQMXDEHR3SV";"Arthur Tlustek MBA.";" ";" ";"2021-01-22";"Corpo";844;"EUR";-5083.18;"EUR";"US";"poris";"sequi";"expli";"abo e";"pedit";". Sin";"43";13191817906;"KA";"Z";8459372933;"Arthur Tlustek MBA.";"Arthur Tlustek MBA.";" ";"Arthur Tlustek MBA.";" ";" ";" "
"96003";"71423473375";"2021-01-22";"52";12345678;4122.04;"8859606112";"10769491";"DE10107694918859606112";"DTBIDEDO5O1";"Dipl.-Ing. Johan Ladeck";" ";" ";"2021-01-22";"Elige";874;"EUR";4122.04;"EUR";"US";"gendi";"venia";" cupi";"itate";"debit";"s odi";"54";42101368095;"OS";"0";8459372933;"Dipl.-Ing. Johan Ladeck";"Dipl.-Ing. Johan Ladeck";" ";"Dipl.-Ing. Johan Ladeck";" ";" ";" "
"96003";"71423473375";"2021-01-22";"3";12345678;-5803.92;"0850635191";"12063106";"DE58120631060850635191";"FQOZDERS";"Hans-Bernd Bohnbach";" ";" ";"2021-01-22";"Quaer";414;"EUR";-5803.92;"EUR";"US";"erat ";"psam ";"sse p";"rro n";"si di";"nissi";"89";88226228418;"KA";"G";8459372933;"Hans-Bernd Bohnbach";"Hans-Bernd Bohnbach";" ";"Hans-Bernd Bohnbach";" ";" ";" "
"96003";"71423473375";"2021-01-22";"65";12345678;16938.32;"0287380157";"45523837";"DE28455238370287380157";"YXGQDE7E5WO";"Gerald Ziegert";" ";" ";"2021-01-22";"Atque";711;"EUR";16938.32;"EUR";"US";"ue of";"icia ";"ptio ";"olupt";"tes. ";"otam ";"50";75342770658;"US";"6";8459372933;"Gerald Ziegert";"Gerald Ziegert";" ";"Gerald Ziegert";" ";" ";" "
"96003";"71423473375";"2021-01-22";"6";12345678;-8770.92;"6031290306";"71808543";"DE78718085436031290306";"JKSSDE8B";"Ottilie Birnbaum-Wende";" ";" ";"2021-01-22";"Ipsa ";438;"EUR";-8770.92;"EUR";"US";"a odi";" nesc";"unt a";" ea l";"udant";"um vo";"67";98722846925;"OS";"3";8459372933;"Ottilie Birnbaum-Wende";"Ottilie Birnbaum-Wende";" ";"Ottilie Birnbaum-Wende";" ";" ";" "
"36316";"01975747539";"2021-01-18";"52";12345678;4016.07;"3053997079";"10813617";"DE75108136173053997079";"NRTWDEVKPSH";"Melitta Kohl";" ";" ";"2021-01-18";"Labor";684;"GBP";4016.07;"GBP";"US";"orios";"m lau";"antiu";" rati";"ne of";"iciis";"36";38791915651;"OS";"1";8459372933;"Melitta Kohl";"Melitta Kohl";" ";"Melitta Kohl";" ";" ";" "
"36316";"01975747539";"2021-01-18";"52";12345678;-5896.72;"9555310057";"10050000";"DE89100500009555310057";"RKAFDE4I";"Dr. Wladimir Junitz";" ";" ";"2021-01-18";"Qui i";624;"EUR";-5896.72;"EUR";"US";" itaq";"e qua";"rat n";"que.";"";"";"20";47267767439;"OS";"4";8459372933;"Dr. Wladimir Junitz";"Dr. Wladimir Junitz";" ";"Dr. Wladimir Junitz";" ";" ";" "
"36316";"01975747539";"2021-01-18";"4";12345678;10824.05;"2429765142";"91603950";"DE28916039502429765142";"EDZTDEKW";"Dr. Irmgard Rosemann B.Eng.";" ";" ";"2021-01-18";"Quae ";531;"EUR";10824.05;"EUR";"US";"e qui";"usdam";"cum e";"ceptu";"i tem";"ora. ";"46";38465299527;"OS";"0";8459372933;"Dr. Irmgard Rosemann B.Eng.";"Dr. Irmgard Rosemann B.Eng.";" ";"Dr. Irmgard Rosemann B.Eng.";" ";" ";" "
"36316";"01975747539";"2021-01-18";"52";12345678;-11894.47;"8602781722";"13660450";"DE95136604508602781722";"KSZZDE81UPD";"Zlatko Gude";" ";" ";"2021-01-18";"Archi";744;"EUR";-11894.47;"EUR";"US";"hitec";"o por";"o qui";"em ex";"eptur";".";"48";15118474892;"US";"0";8459372933;"Zlatko Gude";"Zlatko Gude";" ";"Zlatko Gude";" ";" ";" "
"36316";"01975747539";"2021-01-18";"61";12345678;-1138.78;"9555310057";"10050000";"DE89100500009555310057";"WBKNDEO3";"Kay-Uwe Schweitzer";" ";" ";"2021-01-18";"Nostr";738;"EUR";-1138.78;"EUR";"US";"trum ";"t a i";"sto t";"tam d";"lorum";" Beat";"76";40178009025;"US";"3";8459372933;"Kay-Uwe Schweitzer";"Kay-Uwe Schweitzer";" ";"Kay-Uwe Schweitzer";" ";" ";" "
"36316";"01975747539";"2021-01-18";"4";12345678;-3226.81;"9555310057";"10050000";"DE89100500009555310057";"XKRRDE09IUX";"Georgine Söding B.Eng.";" ";" ";"2021-01-18";"Paria";64;"EUR";-3226.81;"EUR";"US";"iatur";"maior";"s deb";"tis q";"is hi";" ex n";"64";55914944051;"OS";"4";8459372933;"Georgine Söding B.Eng.";"Georgine Söding B.Eng.";" ";"Georgine Söding B.Eng.";" ";" ";" "
"36316";"01975747539";"2021-01-18";"61";12345678;15326.14;"1033831458";"41729978";"DE67417299781033831458";"JOSZDEPN";"Charlotte Schmidt";" ";" ";"2021-01-18";"Quibu";534;"EUR";15326.14;"EUR";"US";"busda";" unde";"fugia";" dist";"nctio";"vel. ";"96";21926873978;"OS";"2";8459372933;"Charlotte Schmidt";"Charlotte Schmidt";" ";"Charlotte Schmidt";" ";" ";" "
"36316";"01975747539";"2021-01-18";"65";12345678;-9238.37;"0428852617";"97500259";"DE19975002590428852617";"VNYODETD";"Kristiane Ditschlerin";" ";" ";"2021-01-18";"Non o";650;"EUR";-9238.37;"EUR";"US";" odit";"susci";"it co";"poris";"nulla";"moles";"92";80280079728;"OS";"0";8459372933;"Kristiane Ditschlerin";"Kristiane Ditschlerin";" ";"Kristiane Ditschlerin";" ";" ";" "
"36316";"01975747539";"2021-01-18";"53";12345678;10406.15;"9555310057";"10050000";"DE89100500009555310057";"RTRJDEM37YO";"Doreen Bauer";" ";" ";"2021-01-18";"Neque";332;"EUR";10406.15;"EUR";"US";"ue in";"idunt";"quod ";"it be";"tae d";"lore.";"97";39099049909;"OS";"0";8459372933;"Doreen Bauer";"Doreen Bauer";" ";"Doreen Bauer";" ";" ";" "
"36316";"01975747539";"2021-01-18";"65";12345678;-4393.26;"9555310057";"10050000";"DE89100500009555310057";"XGOWDETUQWW";"Rose-Marie Döhn";" ";" ";"2021-01-18";"Qui a";863;"EUR";-4393.26;"EUR";"US";" anim";" eaqu";" expe";"ita s";"qui s";"scipi";"45";16238699349;"US";"4";8459372933;"Rose-Marie Döhn";"Rose-Marie Döhn";" ";"Rose-Marie Döhn";" ";" ";" "
"36316";"01975747539";"2021-01-19";"2";12345678;24739.51;"9555310057";"10050000";"DE89100500009555310057";"WZDRDE70";"Dagobert Schomber";" ";" ";"2021-01-19";"Commo";914;"EUR";24739.51;"EUR";"US";"modi ";"orpor";"s ven";"am fa";"ilis ";"erum ";"67";46618494001;"OS";"3";8459372933;"Dagobert Schomber";"Dagobert Schomber";" ";"Dagobert Schomber";" ";" ";" "
"36316";"01975747539";"2021-01-19";"62";12345678;2980.06;"5154547374";"91394693";"DE37913946935154547374";"BUXMDEJY0Y8";"Prof. Karl-Hermann Etzler B.Eng.";" ";" ";"2021-01-19";"Eius ";846;"EUR";2980.06;"EUR";"US";"s ad ";"erum ";"dit f";"giat ";"psa v";"lupta";"63";40426606444;"US";"4";8459372933;"Prof. Karl-Hermann Etzler B.Eng.";"Prof. Karl-Hermann Etzler B.Eng.";" ";"Prof. Karl-Hermann Etzler B.Eng.";" ";" ";" "
"36316";"01975747539";"2021-01-19";"4";12345678;-2961.62;"8491966144";"61448200";"DE79614482008491966144";"CRJMDESS";"Aleksandar Etzler B.Eng.";" ";" ";"2021-01-19";"Culpa";935;"EUR";-2961.62;"EUR";"US";"pa ve";"itati";" quae";"at do";"orum.";"Rerum";"58";68506994052;"OS";"0";8459372933;"Aleksandar Etzler B.Eng.";"Aleksandar Etzler B.Eng.";" ";"Aleksandar Etzler B.Eng.";" ";" ";" "
"36316";"01975747539";"2021-01-19";"6";12345678;-4536.87;"9388748628";"58759575";"DE69587595759388748628";"JJEFDEV8";"Betty Junitz";" ";" ";"2021-01-19";"Sunt ";104;"EUR";-4536.87;"EUR";"US";"t ver";" rati";"ne ex";"reici";"ndis ";"olupt";"2";27996079783;"OS";"3";8459372933;"Betty Junitz";"Betty Junitz";" ";"Betty Junitz";" ";" ";" "
"36316";"01975747539";"2021-01-19";"2";12345678;-13580.89;"9555310057";"10050000";"DE89100500009555310057";"YGQADEK0";"Canan Beckmann B.Eng.";" ";" ";"2021-01-19";"Nobis";355;"EUR";-13580.89;"EUR";"US";"is eo";" odit";"susci";"it co";"sequa";"ur. D";"22";56346562901;"KA";"G";8459372933;"Canan Beckmann B.Eng.";"Canan Beckmann B.Eng.";" ";"Canan Beckmann B.Eng.";" ";" ";" "
"36316";"01975747539";"2021-01-19";"62";12345678;7061.95;"9555310057";"10050000";"DE89100500009555310057";"ENVYDE0CUJ6";"BBKBAR";" ";" ";"2021-01-19";"Lauda";979;"EUR";7061.95;"EUR";"US";"danti";"m aut";"m del";"ctus ";"inus.";"Occae";"68";"35000200060";"OS";"4";8459372933;"BBKBAR";"BBKBAR";" ";"BBKBAR";" ";" ";" "
"36316";"01975747539";"2021-01-19";"62";12345678;-9855.1;"9555310057";"10050000";"DE89100500009555310057";"FYRRDE83Z7K";"Univ.Prof. Aurelia Seidel";" ";" ";"2021-01-19";"Facer";509;"EUR";-9855.1;"EUR";"US";"ere q";"isqua";" reru";" sed ";"sse t";"tam d";"84";41347313280;"US";"6";8459372933;"Univ.Prof. Aurelia Seidel";"Univ.Prof. Aurelia Seidel";" ";"Univ.Prof. Aurelia Seidel";" ";" ";" "
"36316";"01975747539";"2021-01-19";"51";12345678;-130.29;"3379526627";"54719486";"DE15547194863379526627";"BDXXDELV";"Johannes Süßebier-Briemer";" ";" ";"2021-01-19";"At od";258;"EUR";-130.29;"EUR";"US";"odio ";"otam ";"psa.";"";"";"";"49";59232412896;"OS";"3";8459372933;"Johannes Süßebier-Briemer";"Johannes Süßebier-Briemer";" ";"Johannes Süßebier-Briemer";" ";" ";" "
"36316";"01975747539";"2021-01-19";"62";12345678;-22165.93;"8585717754";"70682491";"DE50706824918585717754";"AEJGDEO2B4I";"Dr. Dora Ladeck MBA.";" ";" ";"2021-01-19";"Minim";470;"EUR";-22165.93;"EUR";"US";"ima b";"atae ";"ariat";"r lab";"rum. ";"olupt";"51";24520470674;"OS";"4";8459372933;"Dr. Dora Ladeck MBA.";"Dr. Dora Ladeck MBA.";" ";"Dr. Dora Ladeck MBA.";" ";" ";" "
"36316";"01975747539";"2021-01-19";"52";12345678;2474.68;"3245683867";"15975961";"DE94159759613245683867";"JYSDDEJR";"Dr. Gebhard Hiller B.Sc.";" ";" ";"2021-01-19";"Accus";230;"EUR";2474.68;"EUR";"US";"usant";"um do";"oremq";"e vol";"ptate";". Qui";"84";57744825988;"KA";"P";8459372933;"Dr. Gebhard Hiller B.Sc.";"Dr. Gebhard Hiller B.Sc.";" ";"Dr. Gebhard Hiller B.Sc.";" ";" ";" "
"36316";"01975747539";"2021-01-20";"61";12345678;2435.74;"9555310057";"10050000";"DE89100500009555310057";"ITXBDEQ2DVO";"Albrecht Barth";" ";" ";"2021-01-20";"Ea de";149;"EUR";2435.74;"EUR";"US";"delec";"us co";"secte";"ur re";"rehen";"erit ";"98";22904452978;"OS";"1";8459372933;"Albrecht Barth";"Albrecht Barth";" ";"Albrecht Barth";" ";" ";" "
"36316";"01975747539";"2021-01-20";"53";12345678;-9339.59;"9555310057";"10050000";"DE89100500009555310057";"XEJMDE3QS2C";"Melanie Hiller-Kobelt";" ";" ";"2021-01-20";"Sapie";868;"EUR";-9339.59;"EUR";"US";"iente";"eos e";"ceptu";"i. Di";"tinct";"o pro";"61";90441339753;"US";"1";8459372933;"Melanie Hiller-Kobelt";"Melanie Hiller-Kobelt";" ";"Melanie Hiller-Kobelt";" ";" ";" "
"36316";"01975747539";"2021-01-20";"53";12345678;5357.23;"3492696361";"33852394";"DE26338523943492696361";"MOSRDECY";"Tilly Wagenknecht";" ";" ";"2021-01-20";"Eos e";565;"USD";5357.23;"USD";"US";" eaqu";" ipsa";" inve";"tore ";"onsec";"etur ";"3";42351469531;"OS";"3";8459372933;"Tilly Wagenknecht";"Tilly Wagenknecht";" ";"Tilly Wagenknecht";" ";" ";" "
"36316";"01975747539";"2021-01-20";"50";12345678;4367.21;"9555310057";"10050000";"DE89100500009555310057";"UXQUDE4RZ3C";"Mesut Wagenknecht";" ";" ";"2021-01-20";"At cu";195;"EUR";4367.21;"EUR";"US";"culpa";"quis ";"ut bl";"nditi";"s. Co";"poris";"39";16554940036;"OS";"3";8459372933;"Mesut Wagenknecht";"Mesut Wagenknecht";" ";"Mesut Wagenknecht";" ";" ";" "
